"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"001842018";"67600012650201847";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é o registro de preços de Grupos Geradores rebocáveis e Quadros de Transferência Automáticos (QTA), para serem utilizados nas operações militares do Quarto Centro Integrado de Defesa Aérea e Controle de Tráfego Aéreo (CINDACTA IV) e dos Destacamentos de Controle do Espaço Aéreo (DTCEA) e Estações de Apoio ao Controle de Espaço Aéreo (EACEA) subordinados, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"17/01/2019";"03/12/2018";"746666,8000"
"001842019";"23318000184/2019";"Objeto: Licenciamento anual veiculos placas LRD-8361 e LLL-4564  pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"22/01/2019";"";"32,3000"
"001852018";"06000132477201796";"Objeto: Pregão Eletrônico -  Aquisição de material de consumo de LUVAS CIRÚRGICAS ESPECIAIS, LUVAS CIRÚRGICAS CONVENCIONAIS E LUVAS DE PROCEDIMENTO SINTÉTICAS em sistema de registro de preços para atender às necessidades da Secretaria de Saúde   DF, conforme especificações e quantitativos constantes no Anexo I do Edital.";"Pregão - Registro de Preço";"Evento de Reabertura de Prazo ";"99900";"República Federativa do Brasil";"97400";"Distrito Federal";"926119";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"Inválido";"29/01/2019";"31/07/2018";"30920,0700"
"001852018";"23070901074201842";"Objeto: Pregão Eletrônico -  Registro de preços para futuras aquisições de material médico hospitalar (lâminas de shaver e outros).";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"17/01/2019";"10/12/2018";"14588,4000"
"001852019";"23318000185/2019";"Objeto: Licenciamento anual veiculos placas AQD-3041 e AQD-3043 pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"22/01/2019";"";"32,3000"
"001862018";"00068/0903/2018";"Objeto: Pregão Eletrônico -  Aquisição de micro-ônibus.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93720";"Estado de Tocantins";"925960";"POLÍCIA MILITAR DO ESTADO DO TOCANTINS";"Inválido";"22/01/2019";"24/09/2018";"444000,0000"
"001862019";"23318000186/2019";"Objeto: Licenciamento anual veiculos placas LNL-6358e HLC -4079 pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"22/01/2019";"";"41,7600"
"001872018";"23117.067392/2018";"Objeto: Pregão Eletrônico -  Contratação dos serviços de desratização, desinsetização e descupinização";"Pregão";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"UBERLANDIA";"04/01/2019";"14/12/2018";"71760,0000"
"001872018";"67106005983201809";"Objeto: Pregão Eletrônico -  Prestação de serviços de suporte logístico, sob demanda, para os motores PW 127G, considerando um consumo anual total estimado de 5000 (cinco mil) horas de operação, e uma frota composta hoje por 31 (trinta e um) motores, 28 dedicados às aeronaves C295 Tipo BR01 e 3 dedicados à aeronave C295 Tipo BR02, mediante o regime empreitada por preço unitário, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos";"Pregão";"Evento de Alteração Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"17/01/2019";"06/12/2018";"92253649,3800"
"001882018";"2018/401142";"Objeto: Pregão Eletrônico -  AQUISIÇÃO de 80 (OITENTA) KITS PARA FORRAÇÃO DO QUARTO TERAPEUTICO";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93420";"Estado do Pará";"925450";"HOSPITAL OPHIR LOYOLA";"Inválido";"08/01/2019";"08/01/2019";"0,0000"
"001882018";"23536001851201864";"Objeto: Pregão Eletrônico -  Registro de Preços visando a eventual aquisição de Instrumentais de Otorrinolaringologia para o Hospital das Clínicas da UFPE.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"24/01/2019";"29/11/2018";"1190,7000"
"001882018";"64580010016201867";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o período até 31/12/2019.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"14/01/2019";"";"2239652,5100"
"001892019";"23318000189/2019";"Objeto: Licenciamento anual veiculos placas LRE-3034 e KPW-6776 pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"22/01/2019";"";"50,0700"
"001902018";"23536001835201871";"Objeto: Pregão Eletrônico -  Registro de preços visando a eventual aquisição de Material Médico Hospitalar - Otorrinolaringologia e Fonoaudiologia para o Hospital das Clínicas da UFPE";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"14/01/2019";"04/12/2018";"4800,0000"
"001902018";"64580010043201830";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o período até 31/12/2019.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"14/01/2019";"";"2239652,5100"
"001902018";"67106.004722/2018";"Objeto: Pregão Eletrônico -  Aquisição eventual de Gases Medicinais";"Pregão";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"15/01/2019";"05/12/2018";"1151730,6200"
"001902019";"23318000190/2019";"Objeto: Licenciamento anual veiculos placas KRT-4137 e LMK-1705 pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"22/01/2019";"";"32,3600"
"001912018";"23089035667201833";"Objeto: Pregão Eletrônico -  AQUISIÇÃO De MANEQUIM RECÉM NASCIDO E PREMATURO COM SIMULADOR DE SINAIS VITAIS.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"17/01/2019";"17/12/2018";"114713,6700"
"001912018";"64580010064201855";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o período até 31/12/2019.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"14/01/2019";"";"51593,0700"
"001912019";"23318000191/2019";"Objeto: Troca de placas veiculos Fiesta Placas LLG-1261 E LLG 1243 pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"22/01/2019";"";"346,1400"
"001922018";"67106005801201891";"Objeto: Pregão Eletrônico -  Aquisição de cama e cama beliche de encaixe.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"10/01/2019";"06/12/2018";"0,0000"
"001932018";"00107/0903/2018";"Objeto: Pregão Eletrônico -  Aquisição de veículos.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93720";"Estado de Tocantins";"925960";"POLÍCIA MILITAR DO ESTADO DO TOCANTINS";"Inválido";"21/01/2019";"30/10/2018";"0,0000"
"001932018";"23070900966201848";"Objeto: Pregão Eletrônico -  Registro de preço para futuras aquisições de material para reabilitação (fios maleáveis de cerclagem para coluna de titânio; e outros)";"Pregão - Registro de Preço";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"09/01/2019";"07/01/2019";"0,0000"
"001932018";"23117055774201801";"Objeto: Execução de obras de infraestrutura elétrica - Bloco 1USM.";"Tomada de Preços";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"UBERLANDIA";"25/01/2019";"";"176975,6200"
"001942018";"23089035589201877";"Objeto: Pregão Eletrônico -  Registro de preços para prestação de serviços de laudo de avaliação de imóveis para o Campus São Paulo, pelo período de 12 meses.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"15/01/2019";"12/12/2018";"4150,0000"
"001942018";"DABS.A-202/2018";"Objeto: Pregão Eletrônico -  Prestação de Serviços de acesso à INTERNET, através de 1 (um) link de dados com suporte a aplicações TCP/IP, com velocidade de 100 Mbps, para atendimento ao site da Sede da ELETROBRAS ELETRONUCLEAR.";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"11/01/2019";"12/12/2018";"75550,0000"
"001952018";"23536001558201805";"Objeto: Pregão Eletrônico -  Registro de preços visando a eventual aquisição de Medicamentos para o Hospital das Clínicas da UFPE";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"15/01/2019";"12/12/2018";"0,0000"
"001962018";"23070901095201857";"Objeto: Pregão Eletrônico -  Registro de preço para futuras aquisições de Material Médico Hospitalar (Agulha para anestesia; e outros)";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"30/01/2019";"12/12/2018";"0,0000"
"001962018";"23536001519201808";"Objeto: Pregão Eletrônico -  Registro de preços visando a eventual aquisição de Pálete, Paleteira, Estante, Carro de Transporte e Filme Embalagem para o Hospital das Clínicas da UFPE";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"24/01/2019";"14/12/2018";"0,0000"
"001962018";"702018519000";"Objeto: Pregão Eletrônico -  Fabrica de software";"Pregão";"Evento de Alteração Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"28/01/2019";"13/11/2018";"1630913,0000"
"001972018";"23089036077201828";"Objeto: Aquisição de cadeados e outros";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"24/01/2019";"";"977,9000"
"001982018";"2308900074201937";"Objeto: Manutenção de motor de ar condicionado.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"18/01/2019";"";"2300,0000"
"001982018";"23536001580201847";"Objeto: Pregão Eletrônico -  Registro de preços visando a eventual aquisição de Medicamentos para o Hospital das Clínicas da UFPE";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"24/01/2019";"14/12/2018";"0,0000"
"001982018";"64580010035201893";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o ano de 2019.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"14/01/2019";"";"2239652,5100"
"001982018";"67101002514201870";"Objeto: Pregão Eletrônico -  Aquisição de pneus de aviação para as aeronaves do Comando da Aeronáutica (COMAER)";"Pregão - Registro de Preço";"Evento de Adiamento Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"14/01/2019";"07/01/2019";"3800,0000"
"001982019";"23085000198/19-52";"Objeto: Pagamento do registro da marca 'MecTRIA' - Empresa Jr. - Eng. Mecânica, no INPI.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26254";"Universidade Federal do Triângulo Mineiro";"153035";"UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"UBERABA";"23/01/2019";"";"142,0000"
"001982019";"64580010035201893";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o ano de 2019.";"Inexigibilidade de Licitação";"Evento de Anulação Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"07/01/2019";"";"2239652,5100"
"001992018";"23070901080201874";"Objeto: Pregão Eletrônico -  Registro de preços para futuras aquisições de órtese e prótese (ancora e outros).";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"08/01/2019";"11/12/2018";"6807,7000"
"001992018";"23075033570201845";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços de afinação e regulagem de pianos, para atender necessidades da Universidade Federal do Paraná.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"CURITIBA";"18/01/2019";"18/01/2019";"0,0000"
"001992018";"23076026313201847";"Objeto: Pregão Eletrônico -  Aquisição de materiais elétricos e outros (abraçadeira, acessórios para eletrocalha em aço galvanizado a fogo, bucha em nylon, cabo unipolar de fios de cobre, caixa de passagem de sobrepor em aço carbono, eletrocalhas perfuradas, flange para eletrocalha, parafusos etc.) necessários à instalação de Grupo Gerador Compact Power 500 KVA, para suprimento de energia elétrica da Faculdade de Direito da Universidade Federal de Pernambuco.";"Pregão";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"18/01/2019";"12/12/2018";"66163,4000"
"001992018";"64580010625201816";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o período até 31/12/2019.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"08/01/2019";"";"2239652,5100"
"001992018";"DABS.A/PE-199/201";"Objeto: Pregão Eletrônico -  Fornecimento de Licença de Software";"Pregão";"Evento de Adiamento Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"28/01/2019";"22/11/2018";"1430900,0000"
"002002018";"23089002046201873";"Objeto: Aquisição de equipamentos acessórios par audiovisual";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"24/01/2019";"";"2139,9000"
"002002018";"64580010035201893";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o ano de 2019.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"14/01/2019";"";"2239652,5100"
"002002018";"702018546000";"Objeto: Pregão Eletrônico -  Tensiometro";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"09/01/2019";"24/10/2018";"60596,5300"
"002002018";"DABS.A/PE200/2018";"Objeto: Pregão Eletrônico -  Mangueiras Diversas";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"16/01/2019";"22/11/2018";"95000,0000"
"002002019";"23085000200/19-93";"Objeto: Pagamento de registro no INPI da marca 'VIAJr' - Empresa Jr - Engenharia Civil.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26254";"Universidade Federal do Triângulo Mineiro";"153035";"UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"UBERABA";"23/01/2019";"";"142,0000"
"002002019";"64580010035201893";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o período até 31/12/2018.";"Inexigibilidade de Licitação";"Evento de Anulação Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"07/01/2019";"";"2239652,5100"
"002012018";"23089002046201873";"Objeto: Aquisição de materiais acessórios para audiovisual";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"28/01/2019";"";"2139,9000"
"002022018";"23117070438201881";"Objeto: Pregão Eletrônico -  Material de informática";"Pregão";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"UBERLANDIA";"28/01/2019";"28/12/2018";"108489,3200"
"002022018";"23536001758201850";"Objeto: Pregão Eletrônico -  Registro de preços visando a eventual contratação de empresa especializada em serviços gráficos diversos para o Hopsital das Clínicas da UFPE.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"24/01/2019";"26/12/2018";"0,0000"
"002022018";"64580010625201816";"Objeto: Prestação complementar de serviços de assistência médico-hospitalar aos beneficiários do SAMMED/FuSEx/PASS, para o período até 31/12/2019.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"09/01/2019";"";"2239652,5100"
"002022018";"DABS.A/PE202/2018";"Objeto: Pregão Eletrônico -  Óleo Lubrificante";"Pregão";"Evento de Adiamento Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"18/01/2019";"29/10/2018";"1012500,0000"
"002032019";"25410008171201813";"Objeto: Contratação de serviço de manutenção preventiva, corretiva para o equipamento Citômetro de Fluxo - Marca: Becton Dickinson";"Inexigibilidade de Licitação";"Evento de Revogação Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"RIO DE JANEIRO";"09/01/2019";"";"110271,0000"
"002052018";"23075017585201866";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços de produção e fornecimento de refeições (café da manhã, almoço e jantar), para atender necessidades do Restaurante Universitário da Universidade Federal do Paraná localizado na cidade de Jandaia do Sul (PR)";"Pregão";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"CURITIBA";"24/01/2019";"07/01/2019";"2642000,0000"
"002052018";"23117087806201820";"Objeto: Pregão Eletrônico -  Material de consumo, informática, entre outros.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"UBERLANDIA";"11/01/2019";"09/01/2019";"15552,0000"
"002062018";"23117083723201861";"Objeto: Pregão Eletrônico -  Material odontológico";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"UBERLANDIA";"21/01/2019";"10/01/2019";"360,0000"
"002072018";"702018602000";"Objeto: Pregão Eletrônico -  Servico de gerenciamento de frota com telemetria e rastreamento de veiculos";"Pregão";"Evento de Adiamento Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"11/01/2019";"14/11/2018";"1446632,5000"
"002082018";"02975/3100/2018";"Objeto: Pregão Eletrônico -  Aquisição de veículos (motocicleta e veículo tipo sedan).";"Pregão";"Evento de Adiamento Divulgado";"99900";"República Federativa do Brasil";"93720";"Estado de Tocantins";"925957";"SECRETARIA DA SEG.PÚBLICA DO ESTADO DO TO";"Inválido";"24/01/2019";"06/12/2018";"46400,0000"
"002082018";"25410.000349/2018";"Objeto: Pregão Eletrônico -  Contratação de pessoa jurídica credenciada como Agente de Integração para operacionalização de PROGRAMA DE ESTÁGIO conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Pregão";"Evento de Alteração de Resulta";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"RIO DE JANEIRO";"18/01/2019";"18/12/2018";"0,0000"
"002082018";"67106004334201882";"Objeto: Pregão Eletrônico -  Aquisição de protetor solar, medicamento manipulado não estéreis.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"10/01/2019";"07/01/2019";"7700,0000"
"002092018";"23070901113201856";"Objeto: Pregão Eletrônico -  Registro de preços para futuras aquisições de Material Médico Hospitalar (Balão de reinalação e outros)  para o Hospital das Clínicas-UFG/EBSERH.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"24/01/2019";"20/12/2018";"0,0000"
"002092018";"23089025170201815";"Objeto: Pregão Eletrônico -  Contratação para prestação de serviços continuados de plantio e conservação de plantas nativas pelo período de 20 meses, renováveis até o limite de 60 meses, conforme critérios estabelecidos no artigo nº 57 da Lei 8666/93.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"15/01/2019";"07/01/2019";"43600,0000"
"002102018";"23089025138201821";"Objeto: Pregão Eletrônico -  Eventual aquisição de consumíveis para laboratórios.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"24/01/2019";"07/01/2019";"0,0000"
"002122018";"020390/2018-44";"Objeto: Pregão Eletrônico -  Aquisição de coletores sinalizados para o acondicionamento, armazenamento e transporte interno dos resíduos sólidos, orgânico, biológico e reciclável, gerados nas atividades diárias do Campus Diadema da UNIFESP.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"15/01/2019";"07/12/2018";"5740,0000"
"002132018";"0200001845120184";"Objeto: Pregão Eletrônico -  Registro de preços para aquisição de medicamentos termolábeis   Plano anual 2019, visando atender as necessidades da Secretaria de Estado da Saúde   SES.";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"94820";"Estado de Sergipe";"926775";"FUNDO ESTADUAL DE SAÚDE";"Inválido";"21/01/2019";"17/10/2018";"133000,0000"
"002132018";"23081046330201821";"Objeto: Pregão Eletrônico -  ReGISTRO DE PREÇOS DESTINADO A AQUISIÇÃO DE MATERIAL DE CONSUMO E  DE USO HOSPITALAR PARA O HOSPITAL VETERINÁRIO/HVU E OUTROS  SETORES   UFSM (AGULHA, ATADURA, ABAIXADORES DE LÍNGUA,  ALGODÃO HIDRÓFILO, LUVA CIRURGICA, MÁSCARA, ETC).";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"10/01/2019";"03/12/2018";"100,0000"
"002142018";"23089010303/18-41";"Objeto: Pregão Eletrônico -  Eventual aquisição de reagentes, vidrarias, produtos químicos para o Imar Campus Baixada Santista Universidade Federal de São Paulo";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"15/01/2019";"29/11/2018";"374,2000"
"002142018";"23119000526201803";"Objeto: Aquisição de detergente industrial em bombona de 20litros.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26000";"Ministério da Educação - Unidades com vínculo";"152004";"INSTITUTO BENJAMIN CONSTANT-RJ";"RIO DE JANEIRO";"09/01/2019";"27/12/2018";"5878,0000"
